
annotation_id,annotator,clause_id,created_at,doc,explanation,id,label,lead_time,regulation,text,updated_at,reg_list_raw,regulations_clean,text_clean,text_len,regulations_clean_str,gdpr_articles,flag_long
2207,1,230,2025-11-02T13:22:55.068820Z,hp.txt,"[{""text"":""""}]",2207,Ambiguous,,"{""choices"":[""DPDP"",""LGPD"",""PDPA"",""APPI"",""CCPA"",""Other"",""GDPR"",""HIPAA""]}","If we are unable to resolve your concerns, you have the right to contact your local data privacy supervisory authority or seek a remedy through the courts if you believe your rights have been breached.",2025-11-02T13:22:55.068820Z,"['DPDP', 'LGPD', 'PDPA', 'APPI', 'CCPA', 'Other', 'GDPR', 'HIPAA']","['DPDP', 'LGPD', 'PDPA', 'APPI', 'CCPA', 'Other', 'GDPR', 'HIPAA']","If we are unable to resolve your concerns, you have the right to contact your local data privacy supervisory authority or seek a remedy through the courts if you believe your rights have been breached.",201,"DPDP, LGPD, PDPA, APPI, CCPA, Other, GDPR, HIPAA",['Art.12'],False
1696,1,112,2025-11-02T13:22:54.949911Z,deutsche bank.txt,"[{""text"":""""}]",1696,Compliant,,"{""choices"":[""DPDP"",""APPI"",""PDPA"",""CCPA"",""LGPD"",""GDPR"",""Other"",""HIPAA""]}","These enable demand-oriented communication and advertising, including market and opinion research.",2025-11-02T13:22:54.949911Z,"['DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'GDPR', 'Other', 'HIPAA']","['DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'GDPR', 'Other', 'HIPAA']","These enable demand-oriented communication and advertising, including market and opinion research.",98,"DPDP, APPI, PDPA, CCPA, LGPD, GDPR, Other, HIPAA",['Art.12'],False
7105,1,145,2025-11-02T13:22:56.382975Z,paypal.txt,"[{""text"":""""}]",7105,Ambiguous,,"{""choices"":[""APPI"",""DPDP"",""PDPA"",""CCPA"",""Other"",""LGPD"",""GDPR"",""HIPAA""]}",Contact us if you do not have an Account or if you have questions about your Account information or other Personal Data.,2025-11-02T13:22:56.382975Z,"['APPI', 'DPDP', 'PDPA', 'CCPA', 'Other', 'LGPD', 'GDPR', 'HIPAA']","['APPI', 'DPDP', 'PDPA', 'CCPA', 'Other', 'LGPD', 'GDPR', 'HIPAA']",Contact us if you do not have an Account or if you have questions about your Account information or other Personal Data.,120,"APPI, DPDP, PDPA, CCPA, Other, LGPD, GDPR, HIPAA","['Art.4', 'Art.12']",False
8654,1,83,2025-11-02T13:22:56.909646Z,tiktok.txt,"[{""text"":""""}]",8654,Compliant,,"{""choices"":[""DPDP"",""APPI"",""PDPA"",""CCPA"",""LGPD"",""GDPR"",""Other"",""HIPAA""]}","To communicate with you, including to notify you about changes in our services.",2025-11-02T13:22:56.909646Z,"['DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'GDPR', 'Other', 'HIPAA']","['DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'GDPR', 'Other', 'HIPAA']","To communicate with you, including to notify you about changes in our services.",79,"DPDP, APPI, PDPA, CCPA, LGPD, GDPR, Other, HIPAA",[],False
3667,1,444,2025-11-02T13:22:55.391225Z,meta.txt,"[{""text"":""""}]",3667,Compliant,,"{""choices"":[""DPDP"",""APPI"",""PDPA"",""CCPA"",""LGPD"",""GDPR"",""Other"",""HIPAA""]}",This technology is used to help us offer new products or features in the future.,2025-11-02T13:22:55.391225Z,"['DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'GDPR', 'Other', 'HIPAA']","['DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'GDPR', 'Other', 'HIPAA']",This technology is used to help us offer new products or features in the future.,80,"DPDP, APPI, PDPA, CCPA, LGPD, GDPR, Other, HIPAA",[],False
635,1,19,2025-11-02T13:22:54.726616Z,atlassian.txt,"[{""text"":""""}]",635,Ambiguous,,"{""choices"":[""APPI"",""LGPD"",""Other"",""DPDP"",""PDPA"",""CCPA"",""HIPAA"",""GDPR""]}","For the avoidance of doubt, ""Security Incident"" does not include unsuccessful attempts or activities that do not compromise the security of personal data, including unsuccessful login attempts, pings, port scans, denial of service attacks, and other network attacks on firewalls or networked systems.",2025-11-02T13:22:54.726616Z,"['APPI', 'LGPD', 'Other', 'DPDP', 'PDPA', 'CCPA', 'HIPAA', 'GDPR']","['APPI', 'LGPD', 'Other', 'DPDP', 'PDPA', 'CCPA', 'HIPAA', 'GDPR']","For the avoidance of doubt, ""Security Incident"" does not include unsuccessful attempts or activities that do not compromise the security of personal data, including unsuccessful login attempts, pings, port scans, denial of service attacks, and other network attacks on firewalls or networked systems.",300,"APPI, LGPD, Other, DPDP, PDPA, CCPA, HIPAA, GDPR","['Art.4', 'Art.32']",False
9240,1,132,2025-11-02T13:22:57.078696Z,worldline financial services.txt,"[{""text"":""""}]",9240,Compliant,,"{""choices"":[""DPDP"",""PDPA"",""APPI"",""CCPA"",""LGPD"",""GDPR"",""HIPAA"",""Other""]}",This processing is necessary for the performance of the contract Worldline has with the Merchant.,2025-11-02T13:22:57.078696Z,"['DPDP', 'PDPA', 'APPI', 'CCPA', 'LGPD', 'GDPR', 'HIPAA', 'Other']","['DPDP', 'PDPA', 'APPI', 'CCPA', 'LGPD', 'GDPR', 'HIPAA', 'Other']",This processing is necessary for the performance of the contract Worldline has with the Merchant.,97,"DPDP, PDPA, APPI, CCPA, LGPD, GDPR, HIPAA, Other","['Art.4', 'Art.6']",False
857,1,14,2025-11-02T13:22:54.770493Z,bank of america.txt,"[{""text"":""""}]",857,Ambiguous,,"{""choices"":[""DPDP"",""APPI"",""CCPA"",""LGPD"",""PDPA"",""GDPR"",""HIPAA"",""Other""]}","Similarly, certain registration details may include Special Data (e.g., dietary restrictions may indicate a particular religious belief).",2025-11-02T13:22:54.770493Z,"['DPDP', 'APPI', 'CCPA', 'LGPD', 'PDPA', 'GDPR', 'HIPAA', 'Other']","['DPDP', 'APPI', 'CCPA', 'LGPD', 'PDPA', 'GDPR', 'HIPAA', 'Other']","Similarly, certain registration details may include Special Data (e.g., dietary restrictions may indicate a particular religious belief).",137,"DPDP, APPI, CCPA, LGPD, PDPA, GDPR, HIPAA, Other",['Art.9'],False
4959,1,1022,2025-11-02T13:22:55.685746Z,microsoft.txt,"[{""text"":""""}]",4959,Compliant,,"{""choices"":[""DPDP"",""CCPA"",""APPI"",""PDPA"",""LGPD"",""Other"",""GDPR"",""HIPAA""]}",Doing this makes the content accessible to anyone on that social network.,2025-11-02T13:22:55.685746Z,"['DPDP', 'CCPA', 'APPI', 'PDPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","['DPDP', 'CCPA', 'APPI', 'PDPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']",Doing this makes the content accessible to anyone on that social network.,73,"DPDP, CCPA, APPI, PDPA, LGPD, Other, GDPR, HIPAA",['Art.15'],False
3962,1,25,2025-11-02T13:22:55.462919Z,microsoft.txt,"[{""text"":""""}]",3962,Ambiguous,,"{""choices"":[""DPDP"",""APPI"",""PDPA"",""CCPA"",""LGPD"",""Other"",""GDPR"",""HIPAA""]}","Services that make user-generated content from their service available to others, such as local business reviews or public social media posts.",2025-11-02T13:22:55.462919Z,"['DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","['DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","Services that make user-generated content from their service available to others, such as local business reviews or public social media posts.",142,"DPDP, APPI, PDPA, CCPA, LGPD, Other, GDPR, HIPAA",[],False
7023,1,63,2025-11-02T13:22:56.368043Z,paypal.txt,"[{""text"":""""}]",7023,Ambiguous,,"{""choices"":[""DPDP"",""PDPA"",""APPI"",""LGPD"",""CCPA"",""Other"",""HIPAA"",""GDPR""]}","For our legitimate interests, including to: enforce the terms of our Sites and Services; manage our everyday business needs, such as monitoring, analysing; manage risk, fraud, and abuse of PayPal Services; anonymise Personal data in order to provide aggregated statistical data to third parties, including other businesses and members of the public, about how, when, and why Users visit our Sites and use our Services; and conduct business to business marketing; and provide personalised Services (also called interest-based marketing) o",2025-11-02T13:22:56.368043Z,"['DPDP', 'PDPA', 'APPI', 'LGPD', 'CCPA', 'Other', 'HIPAA', 'GDPR']","['DPDP', 'PDPA', 'APPI', 'LGPD', 'CCPA', 'Other', 'HIPAA', 'GDPR']","For our legitimate interests, including to: enforce the terms of our Sites and Services; manage our everyday business needs, such as monitoring, analysing; manage risk, fraud, and abuse of PayPal Services; anonymise Personal data in order to provide aggregated statistical data to third parties, including other businesses and members of the public, about how, when, and why Users visit our Sites and use our Services; and conduct business to business marketing; and provide personalised Services (also called interest-based marketing) o",537,"DPDP, PDPA, APPI, LGPD, CCPA, Other, HIPAA, GDPR","['Art.4', 'Art.6', 'Art.8', 'Art.21']",False
6296,1,49,2025-11-02T13:22:56.201167Z,nestle.txt,"[{""text"":""""}]",6296,Ambiguous,,"{""choices"":[""DPDP"",""APPI"",""LGPD"",""CCPA"",""PDPA"",""Other"",""HIPAA"",""GDPR""]}","This is typically done through automated tracking technologies (such as cookies) that collect and remember certain account login information, technical information and website usage information.",2025-11-02T13:22:56.201167Z,"['DPDP', 'APPI', 'LGPD', 'CCPA', 'PDPA', 'Other', 'HIPAA', 'GDPR']","['DPDP', 'APPI', 'LGPD', 'CCPA', 'PDPA', 'Other', 'HIPAA', 'GDPR']","This is typically done through automated tracking technologies (such as cookies) that collect and remember certain account login information, technical information and website usage information.",194,"DPDP, APPI, LGPD, CCPA, PDPA, Other, HIPAA, GDPR","['Art.8', 'Art.12']",False
6370,1,37,2025-11-02T13:22:56.215282Z,netflix.txt,"[{""text"":""""}]",6370,Compliant,,"{""choices"":[""APPI"",""DPDP"",""CCPA"",""PDPA"",""LGPD"",""GDPR"",""HIPAA"",""Other""]}","We use the following categories of personal information for this purpose: personal details, Netflix account/profile information, purchase information, usage information, device and network information, and communications.",2025-11-02T13:22:56.215282Z,"['APPI', 'DPDP', 'CCPA', 'PDPA', 'LGPD', 'GDPR', 'HIPAA', 'Other']","['APPI', 'DPDP', 'CCPA', 'PDPA', 'LGPD', 'GDPR', 'HIPAA', 'Other']","We use the following categories of personal information for this purpose: personal details, Netflix account/profile information, purchase information, usage information, device and network information, and communications.",221,"APPI, DPDP, CCPA, PDPA, LGPD, GDPR, HIPAA, Other","['Art.8', 'Art.12']",False
2588,1,294,2025-11-02T13:22:55.150191Z,intel.txt,"[{""text"":""""}]",2588,Non-Compliant,,"{""choices"":[""CCPA"",""DPDP"",""PDPA"",""APPI"",""GDPR"",""LGPD"",""Other"",""HIPAA""]}",2.1.2 The Intel Privacy Office or European Data Protection Officer will raise any issues or instances of non- compliance with the Controller Policy to legal and operational management so that corrective actions may be determined and implemented within a reasonable time.,2025-11-02T13:22:55.150191Z,"['CCPA', 'DPDP', 'PDPA', 'APPI', 'GDPR', 'LGPD', 'Other', 'HIPAA']","['CCPA', 'DPDP', 'PDPA', 'APPI', 'GDPR', 'LGPD', 'Other', 'HIPAA']",Examples include your Spotify username and profile information.,63,"CCPA, DPDP, PDPA, APPI, GDPR, LGPD, Other, HIPAA","['Art.4', 'Art.8', 'Art.16', 'Art.37']",False
6920,1,279,2025-11-02T13:22:56.343761Z,oracle.txt,"[{""text"":""""}]",6920,Ambiguous,,"{""choices"":[""DPDP"",""PDPA"",""CCPA"",""APPI"",""LGPD"",""Other"",""GDPR"",""HIPAA""]}","In the event of employee terminations, deaths or resignations, Oracle will take actions to terminate network, telephony and physical access for such former employees.",2025-11-02T13:22:56.343761Z,"['DPDP', 'PDPA', 'CCPA', 'APPI', 'LGPD', 'Other', 'GDPR', 'HIPAA']","['DPDP', 'PDPA', 'CCPA', 'APPI', 'LGPD', 'Other', 'GDPR', 'HIPAA']","In the event of employee terminations, deaths or resignations, Oracle will take actions to terminate network, telephony and physical access for such former employees.",166,"DPDP, PDPA, CCPA, APPI, LGPD, Other, GDPR, HIPAA",['Art.15'],False
111,1,26,2025-11-02T13:22:54.622309Z,adobe.txt,"[{""text"":""""}]",111,Ambiguous,,"{""choices"":[""APPI"",""DPDP"",""PDPA"",""LGPD"",""CCPA"",""HIPAA"",""GDPR"",""Other""]}",Is my personal information secure?,2025-11-02T13:22:54.622309Z,"['APPI', 'DPDP', 'PDPA', 'LGPD', 'CCPA', 'HIPAA', 'GDPR', 'Other']","['APPI', 'DPDP', 'PDPA', 'LGPD', 'CCPA', 'HIPAA', 'GDPR', 'Other']",Is my personal information secure?,34,"APPI, DPDP, PDPA, LGPD, CCPA, HIPAA, GDPR, Other",['Art.12'],False
4556,1,619,2025-11-02T13:22:55.593919Z,microsoft.txt,"[{""text"":""""}]",4556,Ambiguous,,"{""choices"":[""Other"",""CCPA"",""APPI"",""DPDP"",""PDPA"",""LGPD"",""GDPR"",""HIPAA""]}",We do not engage in “profiling” that utilizes your personal data for automated decision-making that produces legal or similarly significant effects.,2025-11-02T13:22:55.593919Z,"['Other', 'CCPA', 'APPI', 'DPDP', 'PDPA', 'LGPD', 'GDPR', 'HIPAA']","['Other', 'CCPA', 'APPI', 'DPDP', 'PDPA', 'LGPD', 'GDPR', 'HIPAA']",We do not engage in “profiling” that utilizes your personal data for automated decision-making that produces legal or similarly significant effects.,148,"Other, CCPA, APPI, DPDP, PDPA, LGPD, GDPR, HIPAA","['Art.4', 'Art.8', 'Art.21', 'Art.22']",False
7731,1,20,2025-11-02T13:22:56.552490Z,siemens.txt,"[{""text"":""""}]",7731,Ambiguous,,"{""choices"":[""PDPA"",""DPDP"",""CCPA"",""APPI"",""LGPD"",""Other"",""GDPR"",""HIPAA""]}","Siemens processes Profile Data (including Professional Social Network Data) for the following purposes: • To process your application; • To assess qualifications and personal experience; • To display further suitable jobs to you as part of your personal user interface in the Job Market & Application Portal; and • To provide you with information, materials and invitations related to your profile.",2025-11-02T13:22:56.552490Z,"['PDPA', 'DPDP', 'CCPA', 'APPI', 'LGPD', 'Other', 'GDPR', 'HIPAA']","['PDPA', 'DPDP', 'CCPA', 'APPI', 'LGPD', 'Other', 'GDPR', 'HIPAA']","Siemens processes Profile Data (including Professional Social Network Data) for the following purposes: • To process your application; • To assess qualifications and personal experience; • To display further suitable jobs to you as part of your personal user interface in the Job Market & Application Portal; and • To provide you with information, materials and invitations related to your profile.",398,"PDPA, DPDP, CCPA, APPI, LGPD, Other, GDPR, HIPAA",['Art.12'],False
1054,1,82,2025-11-02T13:22:54.814155Z,bnb paribas.txt,"[{""text"":""""}]",1054,Ambiguous,,"{""choices"":[""APPI"",""DPDP"",""LGPD"",""PDPA"",""CCPA"",""Other"",""GDPR"",""HIPAA""]}","Your connection and tracking data such as cookies and tracers for non-advertising or analytical purposes on our websites, online services, applications, social media pages; – Data collected from the video protection system (including CCTV) and geolocation; – Data about your devices (mobile phone, computer, tablet, etc.",2025-11-02T13:22:54.814155Z,"['APPI', 'DPDP', 'LGPD', 'PDPA', 'CCPA', 'Other', 'GDPR', 'HIPAA']","['APPI', 'DPDP', 'LGPD', 'PDPA', 'CCPA', 'Other', 'GDPR', 'HIPAA']","Your connection and tracking data such as cookies and tracers for non-advertising or analytical purposes on our websites, online services, applications, social media pages; – Data collected from the video protection system (including CCTV) and geolocation; – Data about your devices (mobile phone, computer, tablet, etc.",320,"APPI, DPDP, LGPD, PDPA, CCPA, Other, GDPR, HIPAA",['Art.8'],False
8916,1,42,2025-11-02T13:22:56.990470Z,uber.txt,"[{""text"":""""}]",8916,Compliant,,"{""choices"":[""DPDP"",""APPI"",""CCPA"",""LGPD"",""PDPA"",""GDPR"",""HIPAA"",""Other""]}",The information collected by 3 !,2025-11-02T13:22:56.990470Z,"['DPDP', 'APPI', 'CCPA', 'LGPD', 'PDPA', 'GDPR', 'HIPAA', 'Other']","['DPDP', 'APPI', 'CCPA', 'LGPD', 'PDPA', 'GDPR', 'HIPAA', 'Other']",The information collected by 3 !,32,"DPDP, APPI, CCPA, LGPD, PDPA, GDPR, HIPAA, Other",['Art.12'],False
2290,1,78,2025-11-02T13:22:55.081812Z,hsbc.txt,"[{""text"":""""}]",2290,Ambiguous,,"{""choices"":[""DPDP"",""Other"",""APPI"",""CCPA"",""LGPD"",""PDPA"",""HIPAA"",""GDPR""]}",Last updated: 9 February 2024 Thank you for reading this privacy notice.,2025-11-02T13:22:55.081812Z,"['DPDP', 'Other', 'APPI', 'CCPA', 'LGPD', 'PDPA', 'HIPAA', 'GDPR']","['DPDP', 'Other', 'APPI', 'CCPA', 'LGPD', 'PDPA', 'HIPAA', 'GDPR']",Last updated: 9 February 2024 Thank you for reading this privacy notice.,72,"DPDP, Other, APPI, CCPA, LGPD, PDPA, HIPAA, GDPR",[],False
5894,1,1957,2025-11-02T13:22:56.105351Z,microsoft.txt,"[{""text"":""""}]",5894,Compliant,,"{""choices"":[""DPDP"",""PDPA"",""APPI"",""LGPD"",""CCPA"",""GDPR"",""HIPAA"",""Other""]}",This Xbox console collects limited required diagnostic data to keep your console functioning as expected while using a console connected to the Xbox network.,2025-11-02T13:22:56.105351Z,"['DPDP', 'PDPA', 'APPI', 'LGPD', 'CCPA', 'GDPR', 'HIPAA', 'Other']","['DPDP', 'PDPA', 'APPI', 'LGPD', 'CCPA', 'GDPR', 'HIPAA', 'Other']",This Xbox console collects limited required diagnostic data to keep your console functioning as expected while using a console connected to the Xbox network.,157,"DPDP, PDPA, APPI, LGPD, CCPA, GDPR, HIPAA, Other",[],False
5045,1,1108,2025-11-02T13:22:55.701186Z,microsoft.txt,"[{""text"":""""}]",5045,Ambiguous,,"{""choices"":[""APPI"",""DPDP"",""PDPA"",""LGPD"",""CCPA"",""GDPR"",""Other"",""HIPAA""]}",More information about these apps is available in the Productivity and communications products and Search and Browse sections of this Privacy Statement.,2025-11-02T13:22:55.701186Z,"['APPI', 'DPDP', 'PDPA', 'LGPD', 'CCPA', 'GDPR', 'Other', 'HIPAA']","['APPI', 'DPDP', 'PDPA', 'LGPD', 'CCPA', 'GDPR', 'Other', 'HIPAA']",More information about these apps is available in the Productivity and communications products and Search and Browse sections of this Privacy Statement.,152,"APPI, DPDP, PDPA, LGPD, CCPA, GDPR, Other, HIPAA",['Art.12'],False
4388,1,451,2025-11-02T13:22:55.557761Z,microsoft.txt,"[{""text"":""""}]",4388,Ambiguous,,"{""choices"":[""DPDP"",""PDPA"",""APPI"",""LGPD"",""CCPA"",""Other"",""GDPR"",""HIPAA""]}",You should consider both your organization’s policies and whether you are comfortable enabling your organization to access your data before you choose to use your work or school account to sign in to products you acquire for yourself.,2025-11-02T13:22:55.558727Z,"['DPDP', 'PDPA', 'APPI', 'LGPD', 'CCPA', 'Other', 'GDPR', 'HIPAA']","['DPDP', 'PDPA', 'APPI', 'LGPD', 'CCPA', 'Other', 'GDPR', 'HIPAA']",You should consider both your organization’s policies and whether you are comfortable enabling your organization to access your data before you choose to use your work or school account to sign in to products you acquire for yourself.,234,"DPDP, PDPA, APPI, LGPD, CCPA, Other, GDPR, HIPAA",['Art.15'],False
