annotation_id,annotator,clause_id,created_at,doc,explanation,id,label,lead_time,regulation,text,updated_at,reg_list_raw,regulations_clean,text_clean,text_len,regulations_clean_str,gdpr_articles,flag_long
1231,1,106,2025-11-02T13:22:54.848302Z,bt group.txt,"[{""text"":""""}]",1231,Ambiguous,,"{""choices"":[""LGPD"",""DPDP"",""APPI"",""Other"",""GDPR"",""CCPA"",""HIPAA"",""PDPA""]}","In the event that any Applicable Law imposes a higher level of protection for Personal Data that that described in these Rules, then the relevant Applicable Law will take precedence over these Rules in respect of the point of conflict only.",2025-11-02T13:22:54.848302Z,"['LGPD', 'DPDP', 'APPI', 'Other', 'GDPR', 'CCPA', 'HIPAA', 'PDPA']","['LGPD', 'DPDP', 'APPI', 'Other', 'GDPR', 'CCPA', 'HIPAA', 'PDPA']","In the event that any Applicable Law imposes a higher level of protection for Personal Data that that described in these Rules, then the relevant Applicable Law will take precedence over these Rules in respect of the point of conflict only.",240,"LGPD, DPDP, APPI, Other, GDPR, CCPA, HIPAA, PDPA",['Art.4'],False
2543,1,249,2025-11-02T13:22:55.139186Z,intel.txt,"[{""text"":""""}]",2543,Compliant,,"{""choices"":[""CCPA"",""LGPD"",""DPDP"",""PDPA"",""APPI"",""GDPR"",""HIPAA"",""Other""]}",• • Promoting the Controller Policy and privacy awareness across business units and functional areas through privacy communications and initiatives.,2025-11-02T13:22:55.139186Z,"['CCPA', 'LGPD', 'DPDP', 'PDPA', 'APPI', 'GDPR', 'HIPAA', 'Other']","['CCPA', 'LGPD', 'DPDP', 'PDPA', 'APPI', 'GDPR', 'HIPAA', 'Other']",• • Promoting the Controller Policy and privacy awareness across business units and functional areas through privacy communications and initiatives.,148,"CCPA, LGPD, DPDP, PDPA, APPI, GDPR, HIPAA, Other","['Art.4', 'Art.12']",False
7278,1,1,2025-11-02T13:22:56.418505Z,robinhood.txt,"[{""text"":""""}]",7278,Ambiguous,,"{""choices"":[""PDPA"",""DPDP"",""APPI"",""LGPD"",""CCPA"",""GDPR"",""HIPAA"",""Other""]}","Privacy Policy (EU) | Robinhood Sign up < Policies Robinhood Europe, U.A.B.",2025-11-02T13:22:56.418505Z,"['PDPA', 'DPDP', 'APPI', 'LGPD', 'CCPA', 'GDPR', 'HIPAA', 'Other']","['PDPA', 'DPDP', 'APPI', 'LGPD', 'CCPA', 'GDPR', 'HIPAA', 'Other']","Privacy Policy (EU) | Robinhood Sign up < Policies Robinhood Europe, U.A.B.",75,"PDPA, DPDP, APPI, LGPD, CCPA, GDPR, HIPAA, Other",[],False
5630,1,1693,2025-11-02T13:22:56.047456Z,microsoft.txt,"[{""text"":""""}]",5630,Ambiguous,,"{""choices"":[""LGPD"",""APPI"",""PDPA"",""Other"",""DPDP"",""CCPA"",""GDPR"",""HIPAA""]}",You can delete this data from your device using Delete Browsing History.,2025-11-02T13:22:56.047456Z,"['LGPD', 'APPI', 'PDPA', 'Other', 'DPDP', 'CCPA', 'GDPR', 'HIPAA']","['LGPD', 'APPI', 'PDPA', 'Other', 'DPDP', 'CCPA', 'GDPR', 'HIPAA']",You can delete this data from your device using Delete Browsing History.,72,"LGPD, APPI, PDPA, Other, DPDP, CCPA, GDPR, HIPAA",['Art.17'],False
4771,1,834,2025-11-02T13:22:55.643296Z,microsoft.txt,"[{""text"":""""}]",4771,Compliant,,"{""choices"":[""DPDP"",""PDPA"",""APPI"",""CCPA"",""Other"",""LGPD"",""GDPR"",""HIPAA""]}","HoloLens also processes and collects data related to the HoloLens experience and device, which include cameras, microphones, and infrared sensors that enable motions and voice to navigate.",2025-11-02T13:22:55.643296Z,"['DPDP', 'PDPA', 'APPI', 'CCPA', 'Other', 'LGPD', 'GDPR', 'HIPAA']","['DPDP', 'PDPA', 'APPI', 'CCPA', 'Other', 'LGPD', 'GDPR', 'HIPAA']","HoloLens also processes and collects data related to the HoloLens experience and device, which include cameras, microphones, and infrared sensors that enable motions and voice to navigate.",188,"DPDP, PDPA, APPI, CCPA, Other, LGPD, GDPR, HIPAA",[],False
1517,1,79,2025-11-02T13:22:54.914034Z,crawford and company.txt,"[{""text"":""""}]",1517,Compliant,,"{""choices"":[""DPDP"",""APPI"",""PDPA"",""CCPA"",""GDPR"",""LGPD"",""HIPAA"",""Other""]}","Crawford has developed a policy and procedures for conducting privacy impact assessments, and where necessary, formal data protection impact assessments.",2025-11-02T13:22:54.914034Z,"['DPDP', 'APPI', 'PDPA', 'CCPA', 'GDPR', 'LGPD', 'HIPAA', 'Other']","['DPDP', 'APPI', 'PDPA', 'CCPA', 'GDPR', 'LGPD', 'HIPAA', 'Other']","Crawford has developed a policy and procedures for conducting privacy impact assessments, and where necessary, formal data protection impact assessments.",153,"DPDP, APPI, PDPA, CCPA, GDPR, LGPD, HIPAA, Other",['Art.35'],False
3485,1,262,2025-11-02T13:22:55.349772Z,meta.txt,"[{""text"":""""}]",3485,Compliant,,"{""choices"":[""DPDP"",""APPI"",""PDPA"",""CCPA"",""LGPD"",""Other"",""GDPR"",""HIPAA""]}","So if we detect an attempt to log in to your account from a new location, we can check that it's really you.",2025-11-02T13:22:55.349772Z,"['DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","['DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","So if we detect an attempt to log in to your account from a new location, we can check that it's really you.",108,"DPDP, APPI, PDPA, CCPA, LGPD, Other, GDPR, HIPAA",[],False
8333,1,22,2025-11-02T13:22:56.814014Z,spotify.txt,"[{""text"":""""}]",8333,Non-Compliant,,"{""choices"":[""Other"",""DPDP"",""LGPD"",""PDPA"",""APPI"",""CCPA"",""GDPR"",""HIPAA""]}","This Policy is not... the Spotify Terms of Use, which is a separate document.",2025-11-02T13:22:56.814014Z,"['Other', 'DPDP', 'LGPD', 'PDPA', 'APPI', 'CCPA', 'GDPR', 'HIPAA']","['Other', 'DPDP', 'LGPD', 'PDPA', 'APPI', 'CCPA', 'GDPR', 'HIPAA']","This Policy is not... the Spotify Terms of Use, which is a separate document.",77,"Other, DPDP, LGPD, PDPA, APPI, CCPA, GDPR, HIPAA",[],False
1728,1,15,2025-11-02T13:22:54.958020Z,dhl.txt,"[{""text"":""""}]",1728,Compliant,,"{""choices"":[""LGPD"",""DPDP"",""CCPA"",""APPI"",""PDPA"",""GDPR"",""Other"",""HIPAA""]}",Such data must be relevant and appropriate (Principle of purpose limitation).,2025-11-02T13:22:54.958020Z,"['LGPD', 'DPDP', 'CCPA', 'APPI', 'PDPA', 'GDPR', 'Other', 'HIPAA']","['LGPD', 'DPDP', 'CCPA', 'APPI', 'PDPA', 'GDPR', 'Other', 'HIPAA']",Such data must be relevant and appropriate (Principle of purpose limitation).,77,"LGPD, DPDP, CCPA, APPI, PDPA, GDPR, Other, HIPAA",['Art.5'],False
7206,1,246,2025-11-02T13:22:56.405508Z,paypal.txt,"[{""text"":""""}]",7206,Ambiguous,,"{""choices"":[""CCPA"",""DPDP"",""APPI"",""PDPA"",""LGPD"",""Other"",""GDPR"",""HIPAA""]}","We will also continue to exchange information about you with CRAs on an ongoing basis, including about your settled accounts and any debts not fully repaid on time.",2025-11-02T13:22:56.405508Z,"['CCPA', 'DPDP', 'APPI', 'PDPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","['CCPA', 'DPDP', 'APPI', 'PDPA', 'LGPD', 'Other', 'GDPR', 'HIPAA']","We will also continue to exchange information about you with CRAs on an ongoing basis, including about your settled accounts and any debts not fully repaid on time.",164,"CCPA, DPDP, APPI, PDPA, LGPD, Other, GDPR, HIPAA",['Art.12'],False
5979,1,2042,2025-11-02T13:22:56.120873Z,microsoft.txt,"[{""text"":""""}]",5979,Compliant,,"{""choices"":[""DPDP"",""PDPA"",""APPI"",""CCPA"",""LGPD"",""Other"",""HIPAA"",""GDPR""]}",This data is processed on your PC and is not stored.,2025-11-02T13:22:56.120873Z,"['DPDP', 'PDPA', 'APPI', 'CCPA', 'LGPD', 'Other', 'HIPAA', 'GDPR']","['DPDP', 'PDPA', 'APPI', 'CCPA', 'LGPD', 'Other', 'HIPAA', 'GDPR']",This data is processed on your PC and is not stored.,52,"DPDP, PDPA, APPI, CCPA, LGPD, Other, HIPAA, GDPR",[],False
2128,1,151,2025-11-02T13:22:55.041830Z,hp.txt,"[{""text"":""""}]",2128,Ambiguous,,"{""choices"":[""Other"",""DPDP"",""LGPD"",""APPI"",""CCPA"",""PDPA"",""HIPAA"",""GDPR""]}","Without these cookies, we cannot enable appropriate content based on the type of device you are using.",2025-11-02T13:22:55.041830Z,"['Other', 'DPDP', 'LGPD', 'APPI', 'CCPA', 'PDPA', 'HIPAA', 'GDPR']","['Other', 'DPDP', 'LGPD', 'APPI', 'CCPA', 'PDPA', 'HIPAA', 'GDPR']","Without these cookies, we cannot enable appropriate content based on the type of device you are using.",102,"Other, DPDP, LGPD, APPI, CCPA, PDPA, HIPAA, GDPR",[],False
6573,1,9,2025-11-02T13:22:56.263512Z,nokia.txt,"[{""text"":""""}]",6573,Ambiguous,,"{""choices"":[""DPDP"",""PDPA"",""CCPA"",""APPI"",""GDPR"",""HIPAA"",""LGPD"",""Other""]}","Everyone at Nokia, at every level, isn’t just informed about privacy, they are encouraged to actively seek out ways to deliver on our promises, and improve on our high standards.",2025-11-02T13:22:56.263512Z,"['DPDP', 'PDPA', 'CCPA', 'APPI', 'GDPR', 'HIPAA', 'LGPD', 'Other']","['DPDP', 'PDPA', 'CCPA', 'APPI', 'GDPR', 'HIPAA', 'LGPD', 'Other']","Everyone at Nokia, at every level, isn’t just informed about privacy, they are encouraged to actively seek out ways to deliver on our promises, and improve on our high standards.",178,"DPDP, PDPA, CCPA, APPI, GDPR, HIPAA, LGPD, Other",['Art.8'],False
1111,1,139,2025-11-02T13:22:54.825040Z,bnb paribas.txt,"[{""text"":""""}]",1111,Compliant,,"{""choices"":[""DPDP"",""PDPA"",""CCPA"",""APPI"",""LGPD"",""Other"",""GDPR"",""HIPAA""]}",(article L. 561-12 of the French Monetary and Financial Code).,2025-11-02T13:22:54.825040Z,"['DPDP', 'PDPA', 'CCPA', 'APPI', 'LGPD', 'Other', 'GDPR', 'HIPAA']","['DPDP', 'PDPA', 'CCPA', 'APPI', 'LGPD', 'Other', 'GDPR', 'HIPAA']",(article L. 561-12 of the French Monetary and Financial Code).,62,"DPDP, PDPA, CCPA, APPI, LGPD, Other, GDPR, HIPAA",[],False
8585,1,14,2025-11-02T13:22:56.888078Z,tiktok.txt,"[{""text"":""""}]",8585,Compliant,,"{""choices"":[""CCPA"",""APPI"",""PDPA"",""DPDP"",""LGPD"",""Other"",""GDPR"",""HIPAA""]}","They include messages you send or receive through our chat functionality when communicating with sellers who sell goods to you, and your use of virtual assistants when purchasing items through the Platform.",2025-11-02T13:22:56.888078Z,"['CCPA', 'APPI', 'PDPA', 'DPDP', 'LGPD', 'Other', 'GDPR', 'HIPAA']","['CCPA', 'APPI', 'PDPA', 'DPDP', 'LGPD', 'Other', 'GDPR', 'HIPAA']","They include messages you send or receive through our chat functionality when communicating with sellers who sell goods to you, and your use of virtual assistants when purchasing items through the Platform.",206,"CCPA, APPI, PDPA, DPDP, LGPD, Other, GDPR, HIPAA",['Art.8'],False
2478,1,184,2025-11-02T13:22:55.127194Z,intel.txt,"[{""text"":""""}]",2478,Ambiguous,,"{""choices"":[""CCPA"",""APPI"",""DPDP"",""LGPD"",""PDPA"",""Other"",""GDPR"",""HIPAA""]}","(c) The right to erasure: This is the right for individuals to require a controller to erase personal information about them on certain grounds – for example, where the personal information is no longer necessary to fulfil the purposes for which it was collected.",2025-11-02T13:22:55.127194Z,"['CCPA', 'APPI', 'DPDP', 'LGPD', 'PDPA', 'Other', 'GDPR', 'HIPAA']","['CCPA', 'APPI', 'DPDP', 'LGPD', 'PDPA', 'Other', 'GDPR', 'HIPAA']","(c) The right to erasure: This is the right for individuals to require a controller to erase personal information about them on certain grounds – for example, where the personal information is no longer necessary to fulfil the purposes for which it was collected.",263,"CCPA, APPI, DPDP, LGPD, PDPA, Other, GDPR, HIPAA","['Art.4', 'Art.12', 'Art.17']",False
5779,1,1842,2025-11-02T13:22:56.080348Z,microsoft.txt,"[{""text"":""""}]",5779,Compliant,,"{""choices"":[""Other"",""PDPA"",""LGPD"",""CCPA"",""DPDP"",""GDPR"",""HIPAA"",""APPI""]}",You can select and copy text directly from images using OCR.,2025-11-02T13:22:56.080348Z,"['Other', 'PDPA', 'LGPD', 'CCPA', 'DPDP', 'GDPR', 'HIPAA', 'APPI']","['Other', 'PDPA', 'LGPD', 'CCPA', 'DPDP', 'GDPR', 'HIPAA', 'APPI']",You can select and copy text directly from images using OCR.,60,"Other, PDPA, LGPD, CCPA, DPDP, GDPR, HIPAA, APPI","['Art.8', 'Art.15']",False
7823,1,4,2025-11-02T13:22:56.664090Z,slack.txt,"[{""text"":""""}]",7823,Compliant,,"{""choices"":[""CCPA"",""LGPD"",""APPI"",""DPDP"",""PDPA"",""Other"",""HIPAA"",""GDPR""]}","customer service enquiries, user conferences, etc.)",2025-11-02T13:22:56.664090Z,"['CCPA', 'LGPD', 'APPI', 'DPDP', 'PDPA', 'Other', 'HIPAA', 'GDPR']","['CCPA', 'LGPD', 'APPI', 'DPDP', 'PDPA', 'Other', 'HIPAA', 'GDPR']","customer service enquiries, user conferences, etc.)",51,"CCPA, LGPD, APPI, DPDP, PDPA, Other, HIPAA, GDPR",[],False
9231,1,123,2025-11-02T13:22:57.077691Z,worldline financial services.txt,"[{""text"":""""}]",9231,Compliant,,"{""choices"":[""DPDP"",""PDPA"",""CCPA"",""LGPD"",""APPI"",""GDPR"",""Other"",""HIPAA""]}","prohibition of informing about money laundering or terrorist financing analysis or reporting of suspicious transactions to the competent regulator according to applicable anti- money laundering laws, prohibition of informing about tax law investiga- tions by tax authorities, processing of personal data carried out by Worldline as an operator of essential services which is carried out in com- pliance with the EU Directive on security of network and information sys- tems (NIS) and the national laws implementing it).",2025-11-02T13:22:57.077691Z,"['DPDP', 'PDPA', 'CCPA', 'LGPD', 'APPI', 'GDPR', 'Other', 'HIPAA']","['DPDP', 'PDPA', 'CCPA', 'LGPD', 'APPI', 'GDPR', 'Other', 'HIPAA']","prohibition of informing about money laundering or terrorist financing analysis or reporting of suspicious transactions to the competent regulator according to applicable anti- money laundering laws, prohibition of informing about tax law investiga- tions by tax authorities, processing of personal data carried out by Worldline as an operator of essential services which is carried out in com- pliance with the EU Directive on security of network and information sys- tems (NIS) and the national laws implementing it).",519,"DPDP, PDPA, CCPA, LGPD, APPI, GDPR, Other, HIPAA","['Art.4', 'Art.12', 'Art.32']",False
5585,1,1648,2025-11-02T13:22:56.035352Z,microsoft.txt,"[{""text"":""""}]",5585,Compliant,,"{""choices"":[""DPDP"",""PDPA"",""APPI"",""LGPD"",""CCPA"",""Other"",""GDPR"",""HIPAA""]}","Additionally, voice activation can be enabled when the device is locked.",2025-11-02T13:22:56.035352Z,"['DPDP', 'PDPA', 'APPI', 'LGPD', 'CCPA', 'Other', 'GDPR', 'HIPAA']","['DPDP', 'PDPA', 'APPI', 'LGPD', 'CCPA', 'Other', 'GDPR', 'HIPAA']","Additionally, voice activation can be enabled when the device is locked.",72,"DPDP, PDPA, APPI, LGPD, CCPA, Other, GDPR, HIPAA",[],False
3440,1,217,2025-11-02T13:22:55.344661Z,meta.txt,"[{""text"":""""}]",3440,Compliant,,"{""choices"":[""CCPA"",""DPDP"",""APPI"",""PDPA"",""LGPD"",""GDPR"",""Other"",""HIPAA""]}",Take control Communication preferences Researching and innovating for social good We research and innovate to help people around the world.,2025-11-02T13:22:55.344661Z,"['CCPA', 'DPDP', 'APPI', 'PDPA', 'LGPD', 'GDPR', 'Other', 'HIPAA']","['CCPA', 'DPDP', 'APPI', 'PDPA', 'LGPD', 'GDPR', 'Other', 'HIPAA']",Take control Communication preferences Researching and innovating for social good We research and innovate to help people around the world.,139,"CCPA, DPDP, APPI, PDPA, LGPD, GDPR, Other, HIPAA",['Art.12'],False
8443,1,132,2025-11-02T13:22:56.841000Z,spotify.txt,"[{""text"":""""}]",8443,Ambiguous,,"{""choices"":[""APPI"",""DPDP"",""PDPA"",""CCPA"",""Other"",""LGPD"",""GDPR"",""HIPAA""]}","telco and Merchants carriers) or by invoice, we may get data from our payment partners.",2025-11-02T13:22:56.841000Z,"['APPI', 'DPDP', 'PDPA', 'CCPA', 'Other', 'LGPD', 'GDPR', 'HIPAA']","['APPI', 'DPDP', 'PDPA', 'CCPA', 'Other', 'LGPD', 'GDPR', 'HIPAA']","telco and Merchants carriers) or by invoice, we may get data from our payment partners.",87,"APPI, DPDP, PDPA, CCPA, Other, LGPD, GDPR, HIPAA",[],False
8035,1,216,2025-11-02T13:22:56.734860Z,slack.txt,"[{""text"":""""}]",8035,Ambiguous,,"{""choices"":[""Other"",""DPDP"",""APPI"",""PDPA"",""CCPA"",""LGPD"",""GDPR"",""HIPAA""]}","If you would like to opt out of sharing activity based on other identifiers (such as email address or phone number), contact us in accordance with the ‘Contacting Slack’ section below.",2025-11-02T13:22:56.734860Z,"['Other', 'DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'GDPR', 'HIPAA']","['Other', 'DPDP', 'APPI', 'PDPA', 'CCPA', 'LGPD', 'GDPR', 'HIPAA']","If you would like to opt out of sharing activity based on other identifiers (such as email address or phone number), contact us in accordance with the ‘Contacting Slack’ section below.",184,"Other, DPDP, APPI, PDPA, CCPA, LGPD, GDPR, HIPAA",[],False
2161,1,184,2025-11-02T13:22:55.056820Z,hp.txt,"[{""text"":""""}]",2161,Ambiguous,,"{""choices"":[""DPDP"",""Other"",""CCPA"",""PDPA"",""APPI"",""LGPD"",""GDPR"",""HIPAA""]}","These providers may collect additional information from you, such as your IP address and information about your browser or operating system; may combine information about you with information from other companies in data sharing cooperatives in which we participate; and may place or recognize their own unique cookie on your browser.",2025-11-02T13:22:55.056820Z,"['DPDP', 'Other', 'CCPA', 'PDPA', 'APPI', 'LGPD', 'GDPR', 'HIPAA']","['DPDP', 'Other', 'CCPA', 'PDPA', 'APPI', 'LGPD', 'GDPR', 'HIPAA']","These providers may collect additional information from you, such as your IP address and information about your browser or operating system; may combine information about you with information from other companies in data sharing cooperatives in which we participate; and may place or recognize their own unique cookie on your browser.",334,"DPDP, Other, CCPA, PDPA, APPI, LGPD, GDPR, HIPAA",['Art.12'],False
514,1,81,2025-11-02T13:22:54.699311Z,apple.txt,"[{""text"":""""}]",514,Compliant,,"{""choices"":[""DPDP"",""APPI"",""LGPD"",""CCPA"",""PDPA"",""HIPAA"",""GDPR"",""Other""]}","To comply with applicable law — for example, to satisfy tax or reporting obligations, or to comply with a lawful governmental request.",2025-11-02T13:22:54.699311Z,"['DPDP', 'APPI', 'LGPD', 'CCPA', 'PDPA', 'HIPAA', 'GDPR', 'Other']","['DPDP', 'APPI', 'LGPD', 'CCPA', 'PDPA', 'HIPAA', 'GDPR', 'Other']","To comply with applicable law — for example, to satisfy tax or reporting obligations, or to comply with a lawful governmental request.",134,"DPDP, APPI, LGPD, CCPA, PDPA, HIPAA, GDPR, Other",[],False
